Index,Title,Place_Tag,Relevant_Body2,Label
2801,Does a Sydney Housing Market Slowdown Mean a Pick-Up in Brisbane?,NSW, shorter time-frame the average gap has been 56% over the past 20 years and a lower 41% over the past decade. Queensland has historically been a popular migration destination for people choosing to leave New South Wales. The above chart highlights that following the surge in value growth and the widening of dwelling prices,
2865,Auction Volumes Increase Across All But One of the Capital Cities This Week,ACT," Over the same week last year, the clearance rate was a lower 29.5 per cent, and 50 auctions were held. In Canberra, 69.2 per cent of the 78 reported auction results for Canberra were sold this week, down from 71.9 per cent last week and higher than last year (68.4 per cent). There were 3 Tasmanian auctions reported to CoreLogic this week, with 2 sales. Kevin Brogan National Auction",
2866,Auction Volumes Increase Across All But One of the Capital Cities This Week,NSW," 7 Sydney sub-regions that recorded an individual clearance rate higher than the city as a whole this week. Northern Beaches (84.7 per cent), Central Coast (84.6 per cent) and Ryde (84.6 per cent) had the highest clearance rates. Across Brisbane the preliminary clearance rate was 51.5 per cent this week. There have been 99 auctions",
2867,Auction Volumes Increase Across All But One of the Capital Cities This Week,VIC," clearance rate was recorded at 75.4 per cent and there were 2,480 auctions held across the capital cities. Melbourne was host to 1,359 auctions this week and so far, 1,140 results have been reported, returning a preliminary clearance rate of 73.9 per cent, while last week, 1,265 auctions were held and a final clearance rate of 71.4 per cent was recorded. At the same time last year, Melbourneâ€™s clearance rate was 77.2 per cent across 1,103 auctions. Looking at",
2876,Auction Volumes Increase Across All But One of the Capital Cities This Week,QLD," been 99 auctions reported to CoreLogic, with a total of 125 held across the city, down from 133 last week. For the Gold Coast, 16 results have been reported with a success rate of 37.5 per cent. There were 122 Adelaide auctions this week, compared to 100 last week and 131 at the same time last year.",
2877,National Auction Market Preview - 21 September 2017,SA," with 9 fewer auctions scheduled this week (1,256), when compared to last weekâ€™s final results (1,265). Looking at the smaller auction markets, activity is set to rise in Adelaide, Canberra, Perth and Tasmania, while Brisbane will see fewer auctions scheduled this week compared to last. Victoria has all of the busiest suburbs for auction this week, with 23 homes scheduled to go to auction",
2879,National Auction Market Preview - 21 September 2017,ACT," with 9 fewer auctions scheduled this week (1,256), when compared to last weekâ€™s final results (1,265). Looking at the smaller auction markets, activity is set to rise in Adelaide, Canberra, Perth and Tasmania, while Brisbane will see fewer auctions scheduled this week compared to last. Victoria has all of the busiest suburbs for auction this week, with 23 homes scheduled to go to auction",
2881,National Auction Market Preview - 21 September 2017,VIC," 983 homes scheduled to go to auction across the city, increasing from last week when 916 auction were held. In Melbourne auction activity will remain relatively steady week-on-week, with 9 fewer auctions scheduled this week (1,256), when compared to last weekâ€™s final results (1,265). Looking at the smaller auction markets, activity is set to rise in Adelaide, Canberra, Perth and Tasmania,",
2883,National Auction Market Preview - 21 September 2017,WA," with 9 fewer auctions scheduled this week (1,256), when compared to last weekâ€™s final results (1,265). Looking at the smaller auction markets, activity is set to rise in Adelaide, Canberra, Perth and Tasmania, while Brisbane will see fewer auctions scheduled this week compared to last. Victoria has all of the busiest suburbs for auction this week, with 23 homes scheduled to go to auction",
2887,National Auction Market Preview - 21 September 2017,NSW," Over the same week last year, volumes were lower that what we are currently tracking this week (2,480). Sydney is set to see a higher volume of auctions this week, with 983 homes scheduled to go to auction across the city, increasing from last week when 916 auction were held. In Melbourne auction activity will remain relatively steady week-on-week, with 9 fewer auctions scheduled",
2890,National Auction Market Preview - 21 September 2017,QLD," in clearance rates last week, when compared to the previous week, while Perthâ€™s final clearance rate fell. Of the non-capital city regions, Geelong recorded the highest clearance rate, with 72.4 per cent of auctions successful, while the Sunshine Coast held the highest number of auctions last week (88). Kevin Brogan National Auction Market Commentator,CoreLogic Jade Harling Senior Research Analyst,",
2891,Total Returns From Housing are Starting to Ease,ACT," and it also has some of the highest rental yields which has meant it has had the strongest total returns. Total returns for houses over the past year have been above 10% in each of Sydney, Melbourne, Adelaide, Hobart and Canberra. For units, double-digit total returns have been achieved over the past year in each of Sydney, Melbourne and",
2892,Total Returns From Housing are Starting to Ease,VIC," and it also has some of the highest rental yields which has meant it has had the strongest total returns. Total returns for houses over the past year have been above 10% in each of Sydney, Melbourne, Adelaide, Hobart and Canberra. For units, double-digit total returns have been achieved over the past year in each of Sydney, Melbourne and",
2894,Total Returns From Housing are Starting to Ease,NSW," and it also has some of the highest rental yields which has meant it has had the strongest total returns. Total returns for houses over the past year have been above 10% in each of Sydney, Melbourne, Adelaide, Hobart and Canberra. For units, double-digit total returns have been achieved over the past year in each of Sydney, Melbourne and",
2896,"National Auction Market Preview - 28 September, 2017",SA," 916 auctions the previous week, which was the lowest recorded clearance rate for the city since early 2015. Across the remaining capital cities, clearance rates fell in Adelaide, Canberra and Perth, while Brisbaneâ€™s final clearance rate rose. Geelong recorded the highest clearance rate of the non-capital city regions, with 70.6 per cent of auctions",
2897,"National Auction Market Preview - 28 September, 2017",ACT," 916 auctions the previous week, which was the lowest recorded clearance rate for the city since early 2015. Across the remaining capital cities, clearance rates fell in Adelaide, Canberra and Perth, while Brisbaneâ€™s final clearance rate rose. Geelong recorded the highest clearance rate of the non-capital city regions, with 70.6 per cent of auctions",
2898,"National Auction Market Preview - 28 September, 2017",VIC," held last week and only slightly lower than final results recorded over the equivalent week last year (872). The most notable decrease in activity will be in Melbourne, where only 86 auctions are scheduled this week, while Sydney is set to host the highest volume of auctions this week, with 515 homes scheduled to go under the hammer, albeit volumes are well down on last week. Brisbane is expected to be the second busiest capital city this week, with volumes remaining relatively",
